ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
280405020002,NEW HYDE PARK ROAD SCHOOL,2014,23,,,,,,,,
280405020003,HILLSIDE GRADE SCHOOL,2014,22,,,,,,,,
280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,2014,23,,,,,,,,
280406030000,MANHASSET UNION FREE SCHOOL DISTRICT,2014,23,25,24,27,27,25,25,24,21
280406030002,MANHASSET SECONDARY SCHOOL,2014,,25,,25,,25,25,21,21
280406030003,MUNSEY PARK ELEMENTARY SCHOOL,2014,23,,,,,,,,
280401030001,PARK AVENUE SCHOOL,2015,26,,,,,,,,
280401030002,DREXEL AVENUE SCHOOL,2015,24,,,,,,,,
280401030003,DRYDEN STREET SCHOOL,2015,,,,,,,,,
280401030005,POWELLS LANE SCHOOL,2015,25,,,,,,,,
280401030006,WESTBURY MIDDLE SCHOOL,2015,25,24,23,24,21,,,,
280401030007,WESTBURY HIGH SCHOOL,2015,,,,17,,24,16,,31
280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,2015,22,14,24,19,18,25,19,24,22
280406030004,SHELTER ROCK ELEMENTARY SCHOOL,2014,24,,,,,,,,
280406030005,MANHASSET MIDDLE SCHOOL,2014,,25,24,28,27,,,27,
280407030000,GREAT NECK UNION FREE SCHOOL DISTRICT,2014,20,24,23,23,21,24,23,23,21
280407030006,E M BAKER SCHOOL,2014,20,,,,,,,,
280407030007,JOHN F KENNEDY SCHOOL,2014,19,,,,,,,,
280407030008,LAKEVILLE ELEMENTARY SCHOOL,2014,21,,,,,,,,
280407030010,SADDLE ROCK SCHOOL,2014,20,,,,,,,,
280407030012,GREAT NECK NORTH MIDDLE SCHOOL,2014,,24,24,24,22,,,,
280402030001,NORTH SIDE SCHOOL,2015,22,,,,,,,,
280402030003,WHEATLEY SCHOOL,2015,,14,24,19,18,25,21,24,22
280403030000,ROSLYN UNION FREE SCHOOL DISTRICT,2015,21,25,22,28,24,24,26,22,21
280403030004,EAST HILLS ELEMENTARY SCHOOL,2015,20,,,,,,,,
280403030006,ROSLYN HEIGHTS ELEMENTARY SCHOOL,2015,23,,,,,,,,
280403030007,HARBOR HILL SCHOOL,2015,22,,,,,,,,
280403030008,ROSLYN HIGH SCHOOL,2015,,,,,,24,26,23,21
280403030009,ROSLYN MIDDLE SCHOOL,2015,,26,22,28,27,,,,
280404030000,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,2015,22,22,23,21,24,20,22,22,22
280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,2014,,23,22,22,21,,,,
280407030014,GREAT NECK SOUTH HIGH SCHOOL,2014,,,,,,25,24,23,21
280407030015,GREAT NECK NORTH HIGH SCHOOL,2014,,,,,,25,23,23,24
280407030016,VILLAGE SCHOOL,2014,,,,,,,10,,12
280409030000,HERRICKS UNION FREE SCHOOL DISTRICT,2014,24,23,23,24,25,24,19,23,24
280409030001,CENTER STREET SCHOOL,2014,24,,,,,,,,
280409030002,DENTON AVENUE SCHOOL,2014,22,,,,,,,,
280404030002,GUGGENHEIM ELEMENTARY SCHOOL,2015,24,,,,,,,,
280404030004,MANORHAVEN ELEMENTARY SCHOOL,2015,22,,,,,,,,
280404030005,JOHN J DALY ELEMENTARY SCHOOL,2015,22,,,,,,,,
280404030006,SOUTH SALEM ELEMENTARY SCHOOL,2015,20,,,,,,,,
280404030007,JOHN PHILIP SOUSA ELEMENTARY SCHOOL,2015,23,,,,,,,,
280404030008,CARRIE PALMER WEBER MIDDLE SCHOOL,2015,23,22,23,21,24,,,,
280404030009,PAUL D SCHREIBER SENIOR HIGH SCHOOL,2015,,,,,,20,22,22,22
280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,2015,21,,,,,,,,
280405020001,GARDEN CITY PARK SCHOOL,2015,16,,,,,,,,
280409030004,SEARINGTOWN SCHOOL,2014,23,,,,,,,,
280409030007,HERRICKS MIDDLE SCHOOL,2014,28,25,24,25,25,9,,,
280409030008,HERRICKS HIGH SCHOOL,2014,,3,,3,,25,21,23,24
280410030000,MINEOLA UNION FREE SCHOOL DISTRICT,2014,24,26,25,26,25,26,20,21,26
280410030002,HAMPTON STREET SCHOOL,2014,27,,,,,,,,
280410030003,JACKSON AVENUE SCHOOL,2014,24,,,,,,,,
280410030004,MEADOW DRIVE SCHOOL,2014,22,,,,,,,,
280410030006,MINEOLA HIGH SCHOOL,2014,,26,25,26,25,26,20,21,26
280405020002,NEW HYDE PARK ROAD SCHOOL,2015,22,,,,,,,,
280405020003,HILLSIDE GRADE SCHOOL,2015,22,,,,,,,,
280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,2015,21,,,,,,,,
280406030000,MANHASSET UNION FREE SCHOOL DISTRICT,2015,21,24,24,24,25,23,20,21,21
280406030002,MANHASSET SECONDARY SCHOOL,2015,,25,,20,27,23,20,20,21
280406030003,MUNSEY PARK ELEMENTARY SCHOOL,2015,21,,,,,,,,
280406030004,SHELTER ROCK ELEMENTARY SCHOOL,2015,21,,,,,,,,
280406030005,MANHASSET MIDDLE SCHOOL,2015,,,23,23,25,,,,
280410030007,MINEOLA MIDDLE SCHOOL,2014,23,,,,,,,,
280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,2014,20,22,22,23,22,20,22,23,15
280411030001,CHERRY LANE SCHOOL,2014,20,,,,,,,,
280411030002,RUSHMORE AVENUE SCHOOL,2014,21,,,,,,,,
280411030003,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,2014,,22,22,23,22,20,22,23,15
280501060000,NORTH SHORE CENTRAL SCHOOL DISTRICT,2014,20,16,19,19,19,20,23,19,20
280501060001,GLEN HEAD ELEMENTARY SCHOOL,2014,21,,,,,,,,
280501060002,GLENWOOD LANDING ELEMENTARY SCHOOL,2014,19,,,,,,,,
280501060003,SEA CLIFF ELEMENTARY SCHOOL,2014,20,,,,,,,,
280501060004,NORTH SHORE SENIOR HIGH SCHOOL,2014,,,,,,18,23,19,19
280407030000,GREAT NECK UNION FREE SCHOOL DISTRICT,2015,20,21,21,22,20,24,24,26,23
280407030006,E M BAKER SCHOOL,2015,19,,,,,,,,
280407030007,JOHN F KENNEDY SCHOOL,2015,20,,,,,,,,
280407030008,LAKEVILLE ELEMENTARY SCHOOL,2015,21,,,,,,,,
280407030009,EARLY CHILDHOOD CENTER,2015,,,,,,,,,
280407030010,SADDLE ROCK SCHOOL,2015,19,,,,,,,,
280407030012,GREAT NECK NORTH MIDDLE SCHOOL,2015,,20,24,23,22,,,,
280501060005,NORTH SHORE MIDDLE SCHOOL,2014,,16,19,19,19,,,,
280502060000,SYOSSET CENTRAL SCHOOL DISTRICT,2014,21,23,17,22,23,22,22,19,21
280502060001,WALT WHITMAN ELEMENTARY SCHOOL,2014,19,,,,,,,,
280502060002,WILLITS ELEMENTARY SCHOOL,2014,20,,,,,,,,
280502060003,BERRY HILL ELEMENTARY SCHOOL,2014,21,,,,,,,,
280502060004,BAYLIS ELEMENTARY SCHOOL,2014,23,,,,,,,,
280502060006,ROBBINS LANE ELEMENTARY SCHOOL,2014,23,,,,,,,,
280502060007,SOUTH GROVE ELEMENTARY SCHOOL,2014,21,,,,,,,,
280502060010,VILLAGE ELEMENTARY SCHOOL,2014,22,,,,,,,,
280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,2015,,22,20,20,18,,,,
280407030014,GREAT NECK SOUTH HIGH SCHOOL,2015,,,,,,23,23,28,23
280407030015,GREAT NECK NORTH HIGH SCHOOL,2015,,,,,,25,25,25,25
280407030016,VILLAGE SCHOOL,2015,,,,,,,,,8
280409030000,HERRICKS UNION FREE SCHOOL DISTRICT,2015,22,20,24,23,26,24,22,18,24
280409030001,CENTER STREET SCHOOL,2015,22,,,,,,,,
280409030002,DENTON AVENUE SCHOOL,2015,21,,,,,,,,
280409030004,SEARINGTOWN SCHOOL,2015,23,,,,,,,,
280409030007,HERRICKS MIDDLE SCHOOL,2015,,22,24,24,26,,,,
280502060011,H B THOMPSON MIDDLE SCHOOL,2014,,22,18,23,22,,,,
280502060012,SOUTH WOODS MIDDLE SCHOOL,2014,,23,16,22,23,,,,
280502060014,SYOSSET SENIOR HIGH SCHOOL,2014,,30,,,,22,22,19,21
280503060000,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,2014,21,17,18,22,23,19,16,,22
280503060001,BAYVILLE ELEMENTARY SCHOOL,2014,21,,,,,,,,
280503060002,LOCUST VALLEY MIDDLE SCHOOL,2014,,17,18,22,22,,,,
280503060003,LOCUST VALLEY HIGH SCHOOL,2014,,,,24,29,19,16,,22
280409030008,HERRICKS HIGH SCHOOL,2015,,,,,,24,25,17,24
280410030000,MINEOLA UNION FREE SCHOOL DISTRICT,2015,23,24,23,24,23,28,,24,25
280410030002,HAMPTON STREET SCHOOL,2015,29,,,,,,,,
280410030003,JACKSON AVENUE SCHOOL,2015,21,,,,,,,,
280410030004,MEADOW DRIVE SCHOOL,2015,21,,,,,,,,
280410030006,MINEOLA HIGH SCHOOL,2015,,24,23,24,23,28,,24,25
280410030007,MINEOLA MIDDLE SCHOOL,2015,24,,,,,,,,
280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,2015,20,21,22,23,22,21,15,14,18
280411030001,CHERRY LANE SCHOOL,2015,19,,,,,,,,
280503060004,LOCUST VALLEY ELEMENTARY SCHOOL,2014,21,,,,,,,,
280504060000,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,2014,22,21,23,22,22,22,22,21,21
280504060001,PASADENA ELEMENTARY SCHOOL,2014,22,,,,,,,,
280504060004,PARKWAY SCHOOL,2014,22,,,,,,,,
280504060006,H B MATTLIN MIDDLE SCHOOL,2014,,21,25,22,23,,,,
280504060010,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,2014,,,,,,22,23,21,21
280411030002,RUSHMORE AVENUE SCHOOL,2015,20,,,,,,,,
280411030003,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,2015,,,22,23,22,21,15,14,21
280501060000,NORTH SHORE CENTRAL SCHOOL DISTRICT,2015,19,18,21,21,21,24,23,20,21
280501060001,GLEN HEAD ELEMENTARY SCHOOL,2015,21,,,,,,,,
280501060002,GLENWOOD LANDING ELEMENTARY SCHOOL,2015,18,,,,,,,,
280501060003,SEA CLIFF ELEMENTARY SCHOOL,2015,19,,,,,,,,
280501060004,NORTH SHORE SENIOR HIGH SCHOOL,2015,,,,,,24,23,20,21
280501060005,NORTH SHORE MIDDLE SCHOOL,2015,,18,21,21,21,,,,
280502060000,SYOSSET CENTRAL SCHOOL DISTRICT,2015,22,16,16,20,19,24,21,15,20
280502060001,WALT WHITMAN ELEMENTARY SCHOOL,2015,19,,,,,,,,
280504060012,OLD BETHPAGE SCHOOL,2014,22,,,,,,,,
280504060014,PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL,2014,21,22,21,21,22,,,,
280504060015,STRATFORD ROAD SCHOOL,2014,22,,,,,,,,
280504060016,PLAINVIEW-OLD BETHPAGE KINDERGARTEN CENTER,2014,,,,,,,,,
280506060000,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,2014,22,23,26,20,22,25,,18,18
280506060002,OYSTER BAY HIGH SCHOOL,2014,,23,26,20,22,25,,18,18
280502060002,WILLITS ELEMENTARY SCHOOL,2015,20,,,,,,,,
280502060003,BERRY HILL ELEMENTARY SCHOOL,2015,22,,,,,,,,
280502060004,BAYLIS ELEMENTARY SCHOOL,2015,23,,,,,,,,
280502060006,ROBBINS LANE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280502060007,SOUTH GROVE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280502060010,VILLAGE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280502060011,H B THOMPSON MIDDLE SCHOOL,2015,,18,20,20,22,,,,
280502060012,SOUTH WOODS MIDDLE SCHOOL,2015,,14,13,21,16,,,,
280502060014,SYOSSET SENIOR HIGH SCHOOL,2015,,,,,,24,21,15,20
280503060000,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,2015,23,21,18,16,25,21,23,,18
280506060003,THEODORE ROOSEVELT SCHOOL,2014,24,,,,,,,,
280506060005,VERNON SCHOOL,2014,21,,,,,,,,
280515030000,JERICHO UNION FREE SCHOOL DISTRICT,2014,20,20,19,24,24,23,11,,20
280515030001,CANTIAGUE ELEMENTARY SCHOOL,2014,22,,,,,,,,
280515030002,GEORGE A JACKSON SCHOOL,2014,19,,,,,,,,
280515030003,ROBERT SEAMAN ELEMENTARY SCHOOL,2014,19,,,,,,,,
280515030005,JERICHO SENIOR HIGH SCHOOL,2014,,,,,,23,11,,20
280503060001,BAYVILLE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280503060002,LOCUST VALLEY MIDDLE SCHOOL,2015,,21,18,18,25,,,,
280503060003,LOCUST VALLEY HIGH SCHOOL,2015,,,,,,21,23,,18
280503060004,LOCUST VALLEY ELEMENTARY SCHOOL,2015,24,,,,,,,,
280504060000,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,2015,23,24,22,21,23,21,21,20,21
280504060001,PASADENA ELEMENTARY SCHOOL,2015,22,,,,,,,,
280504060004,PARKWAY SCHOOL,2015,22,,,,,,,,
280504060006,H B MATTLIN MIDDLE SCHOOL,2015,24,24,21,19,23,,,,
280504060010,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,2015,,,,,,21,21,20,20
280504060012,OLD BETHPAGE SCHOOL,2015,23,,,,,,,,
280515030006,JERICHO MIDDLE SCHOOL,2014,,20,19,24,24,,,,
280517030000,HICKSVILLE UNION FREE SCHOOL DISTRICT,2014,21,28,26,25,28,26,30,21,21
280517030001,BURNS AVENUE SCHOOL,2014,22,,,,,,,,
280517030002,DUTCH LANE SCHOOL,2014,19,,,,,,,,
280517030004,FORK LANE SCHOOL,2014,21,,,,,,,,
280517030005,LEE AVENUE SCHOOL,2014,23,,,,,,,,
280517030006,OLD COUNTRY ROAD SCHOOL,2014,22,,,,,,,,
280504060014,PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL,2015,26,23,23,24,24,,,,
280504060015,STRATFORD ROAD SCHOOL,2015,22,,,,,,,,
280504060016,PLAINVIEW-OLD BETHPAGE KINDERGARTEN CENTER,2015,,,,,,,,,
280506060000,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,2015,24,28,24,20,,25,,20,25
280506060002,OYSTER BAY HIGH SCHOOL,2015,,28,24,20,,25,,20,25
280506060003,THEODORE ROOSEVELT SCHOOL,2015,23,,,,,,,,
280506060005,VERNON SCHOOL,2015,26,,,,,,,,
280515030000,JERICHO UNION FREE SCHOOL DISTRICT,2015,21,21,19,22,22,23,19,21,21
280515030001,CANTIAGUE ELEMENTARY SCHOOL,2015,20,,,,,,,,
280515030002,GEORGE A JACKSON SCHOOL,2015,22,,,,,,,,
280517030008,WOODLAND AVENUE SCHOOL,2014,20,,,,,,,,
280517030010,HICKSVILLE HIGH SCHOOL,2014,,,,,,26,30,21,21
280517030011,HICKSVILLE MIDDLE SCHOOL,2014,,28,26,25,28,,,,
280517030013,EAST STREET SCHOOL,2014,22,,,,,,,,
280518030000,PLAINEDGE UNION FREE SCHOOL DISTRICT,2014,21,27,27,27,28,27,26,23,23
280518030001,PLAINEDGE MIDDLE SCHOOL,2014,,27,27,27,28,,,,
280518030002,EASTPLAIN SCHOOL,2014,19,,,,,,,,
280515030003,ROBERT SEAMAN ELEMENTARY SCHOOL,2015,20,,,,,,,,
280515030005,JERICHO SENIOR HIGH SCHOOL,2015,,,,,,23,18,24,21
280515030006,JERICHO MIDDLE SCHOOL,2015,,21,19,22,23,,,,
280517030000,HICKSVILLE UNION FREE SCHOOL DISTRICT,2015,21,27,26,25,28,25,23,21,27
280517030001,BURNS AVENUE SCHOOL,2015,20,,,,,,,,
280517030002,DUTCH LANE SCHOOL,2015,18,,,,,,,,
280517030004,FORK LANE SCHOOL,2015,20,,,,,,,,
280517030005,LEE AVENUE SCHOOL,2015,23,,,,,,,,
280517030006,OLD COUNTRY ROAD SCHOOL,2015,19,,,,,,,,
280517030008,WOODLAND AVENUE SCHOOL,2015,20,,,,,,,,
280518030003,JOHN H WEST SCHOOL,2014,22,,,,,,,,
280518030006,CHARLES E SCHWARTING SCHOOL,2014,21,,,,,,,,
280518030009,PLAINEDGE SENIOR HIGH SCHOOL,2014,,,,,,27,26,23,23
280521030000,BETHPAGE UNION FREE SCHOOL DISTRICT,2014,21,20,20,20,19,22,16,19,22
280521030002,CENTRAL BOULEVARD ELEMENTARY SCHOOL,2014,22,,,,,,,,
280521030003,CHARLES CAMPAGNE SCHOOL,2014,21,,,,,,,,
280521030004,KRAMER LANE ELEMENTARY SCHOOL,2014,19,,,,,,,,
280521030006,BETHPAGE SENIOR HIGH SCHOOL,2014,,,,,,22,16,19,22
280521030008,JOHN F KENNEDY MIDDLE SCHOOL,2014,22,20,20,20,20,,,,
280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,2014,23,18,21,24,21,21,22,22,20
280522030001,ALBANY AVENUE ELEMENTARY SCHOOL,2014,22,,,,,,,,
280522030002,SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,2014,23,,,,,,,,
280522030004,NORTHSIDE ELEMENTARY SCHOOL,2014,23,,,,,,,,
280522030006,WOODWARD PARKWAY ELEMENTARY SCHOOL,2014,23,,,,,,,,
280522030008,HOWITT SCHOOL,2014,22,18,21,25,21,,,,
280522030009,FARMINGDALE SENIOR HIGH SCHOOL,2014,,,,,,21,22,22,20
280517030010,HICKSVILLE HIGH SCHOOL,2015,,,,,,25,23,21,27
280517030011,HICKSVILLE MIDDLE SCHOOL,2015,,27,26,25,28,,,,
280517030013,EAST STREET SCHOOL,2015,23,,,,,,,,
280518030000,PLAINEDGE UNION FREE SCHOOL DISTRICT,2015,20,24,24,25,25,23,19,24,23
280518030001,PLAINEDGE MIDDLE SCHOOL,2015,,24,23,25,25,,,,
280518030002,EASTPLAIN SCHOOL,2015,20,,,,,,,,
280518030003,JOHN H WEST SCHOOL,2015,20,,,,,,,,
280518030006,CHARLES E SCHWARTING SCHOOL,2015,20,,,,,,,,
280523030000,MASSAPEQUA UNION FREE SCHOOL DISTRICT,2014,21,23,23,22,22,23,23,17,23
280523030001,BIRCH LANE ELEMENTARY SCHOOL,2014,22,,,,,,,,
280523030003,EAST LAKE ELEMENTARY SCHOOL,2014,21,,,,,,,,
280523030004,FAIRFIELD ELEMENTARY SCHOOL,2014,22,,,,,,,,
280523030006,LOCKHART ELEMENTARY SCHOOL,2014,22,,,,,,,,
280523030007,UNQUA ELEMENTARY SCHOOL,2014,21,,,,,,,,
280523030010,BERNER MIDDLE SCHOOL,2014,,23,23,22,22,,,,
280523030011,MASSAPEQUA HIGH SCHOOL,2014,,,,,,23,23,17,23
280523030012,MCKENNA ELEMENTARY SCHOOL,2014,20,,,,,,,,
300000010000,NYC CHANCELLOR'S OFFICE,2014,2,5,,,,,,,
307500010000,NYC SPECIAL SCHOOLS - DISTRICT 75,2014,13,,,,12,,,,
307500011035,P.S.  35,2014,10,,,,,,,,
307500012352,VIDA BOGART SCHOOL FOR ALL CHILDREN,2014,6,,,,,,,,
307500013369,P.S. 369 COY L. COX SCHOOL,2014,8,,,,,,,,
307500013372,P.S. 372 CHILDREN'S SCHOOL (THE),2014,15,,,,,,,,
307500014009,WALTER REED SCHOOL,2014,,,,,12,,,,
307500014256,P.S. 256,2014,12,,,,12,,,,
310100010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,2014,22,25,25,25,25,,,,
310100010015,PS 15 ROBERTO CLEMENTE,2014,26,,,,,,,,
310100010019,PS 19 ASHER LEVY,2014,20,,,,,,,,
310100010020,PS 20 ANNA SILVER,2014,25,,,,,,,,
310100010034,PS 34 FRANKLIN D ROOSEVELT,2014,18,28,30,30,30,,,,
310100010063,STAR ACADEMY PS 63 (THE),2014,21,,,,,,,,
310100010064,PS 64 ROBERT SIMON,2014,22,,,,,,,,
310100010110,PS 110 FLORENCE NIGHTINGALE,2014,25,,,,,,,,
280518030009,PLAINEDGE SENIOR HIGH SCHOOL,2015,,,,,,23,19,24,23
280521030000,BETHPAGE UNION FREE SCHOOL DISTRICT,2015,21,18,17,18,19,21,20,19,23
280521030002,CENTRAL BOULEVARD ELEMENTARY SCHOOL,2015,21,,,,,,,,
280521030003,CHARLES CAMPAGNE SCHOOL,2015,20,,,,,,,,
280521030004,KRAMER LANE ELEMENTARY SCHOOL,2015,20,,,,,,,,
280521030006,BETHPAGE SENIOR HIGH SCHOOL,2015,,,,,,21,20,19,23
280521030008,JOHN F KENNEDY MIDDLE SCHOOL,2015,,18,17,18,20,,,,
280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,2015,23,20,20,21,20,20,23,26,23
280522030001,ALBANY AVENUE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280522030002,SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,2015,23,,,,,,,,
310100010134,PS 134 HENRIETTA SZOLD,2014,22,,,,,,,,
310100010137,PS 137 JOHN L BERNSTEIN,2014,21,,,,,,,,
310100010140,PS 140 NATHAN STRAUS,2014,22,30,30,30,30,,,,
310100010142,PS 142 AMALIA CASTRO,2014,20,,,,,,,,
310100010184,PS 184 SHUANG WEN,2014,28,30,31,31,,,,,
310100010188,PS 188 ISLAND SCHOOL (THE),2014,21,18,13,13,,,,,
310100010301,"TECHNOLOGY, ARTS AND SCIENCES STUDIO SCHOOL",2014,,29,29,30,29,,,,
310100010315,EAST VILLAGE COMMUNITY SCHOOL (THE),2014,18,,,,,,,,
310100010332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,2014,,40,40,28,,,,,
310100010345,"COLLABORATIVE ACAD OF SCIENCE, TECHNOLOGY AND LANGUAGE ARTS ED",2014,,25,24,,25,,,,
280522030004,NORTHSIDE ELEMENTARY SCHOOL,2015,23,,,,,,,,
280522030006,WOODWARD PARKWAY ELEMENTARY SCHOOL,2015,23,,,,,,,,
280522030008,HOWITT SCHOOL,2015,,20,20,21,20,,,,
280522030009,FARMINGDALE SENIOR HIGH SCHOOL,2015,,,,,,20,24,26,23
280523030000,MASSAPEQUA UNION FREE SCHOOL DISTRICT,2015,20,21,21,20,22,21,22,19,23
280523030001,BIRCH LANE ELEMENTARY SCHOOL,2015,22,,,,,,,,
280523030003,EAST LAKE ELEMENTARY SCHOOL,2015,19,,,,,,,,
310100010361,CHILDREN'S WORKSHOP SCHOOL (THE),2014,17,,,,,,,,
310100010363,NEIGHBORHOOD SCHOOL,2014,12,,,,,,,,
310100010364,EARTH SCHOOL,2014,20,,,,,,,,
310100010378,SCHOOL FOR GLOBAL LEADERS,2014,,28,27,29,28,,,,
310100010839,TOMPKINS SQUARE MIDDLE SCHOOL,2014,,33,34,34,,,,,
310100011292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2014,,20,17,20,,,,,
310100011450,EAST SIDE COMMUNITY SCHOOL,2014,,16,19,17,17,,,,
310100011539,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2014,28,30,27,25,28,,,,
310100860866,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,2014,25,22,20,22,22,,,,
310100860996,INNOVATE MANHATTAN CHARTER SCHOOL,2014,,24,21,25,23,,,,
280523030004,FAIRFIELD ELEMENTARY SCHOOL,2015,20,,,,,,,,
280523030006,LOCKHART ELEMENTARY SCHOOL,2015,21,,,,,,,,
280523030007,UNQUA ELEMENTARY SCHOOL,2015,22,,,,,,,,
280523030010,BERNER MIDDLE SCHOOL,2015,,21,22,20,22,,,,
280523030011,MASSAPEQUA HIGH SCHOOL,2015,,,,,,21,22,20,23
280523030012,MCKENNA ELEMENTARY SCHOOL,2015,19,,,,,,,,
300000010000,NYC CHANCELLOR'S OFFICE,2015,3,,,,,,,,
310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,2014,26,26,28,28,29,,,,
310200010001,PS 1 ALFRED E SMITH,2014,29,,,,,,,,
310200010002,PS 2 MEYER LONDON,2014,21,,,,,,,,
310200010003,PS 3 CHARRETTE SCHOOL,2014,30,,,,,,,,
310200010006,PS 6 LILLIE D BLAKE,2014,28,,,,,,,,
310200010011,PS 11 WILLIAM T HARRIS,2014,26,,,,,,,,
310200010033,PS 33 CHELSEA PREP,2014,26,,,,,,,,
307500010000,NYC SPECIAL SCHOOLS - DISTRICT 75,2015,17,12,12,12,12,,,,
307500012186,P.S. 186 WALTER J. DAMROSCH SCHOOL,2015,,,,12,12,,,,
307500013368,P.S. 368,2015,,,12,,,,,,
307500013372,P.S. 372 CHILDREN'S SCHOOL (THE),2015,17,,,,,,,,
307500014009,WALTER REED SCHOOL,2015,,,,,12,,,,
307500014256,P.S. 256,2015,12,12,12,12,12,,,,
310100010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,2015,20,25,25,26,27,,,,
310100010015,PS 15 ROBERTO CLEMENTE,2015,21,,,,,,,,
310100010019,PS 19 ASHER LEVY,2015,15,,,,,,,,
310100010020,PS 20 ANNA SILVER,2015,23,,,,,,,,
310100010034,PS 34 FRANKLIN D ROOSEVELT,2015,13,,,,,,,,
310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,2014,26,,,,,,,,
310200010041,PS 41 GREENWICH VILLAGE,2014,23,,,,,,,,
310200010042,PS 42 BENJAMIN ALTMAN,2014,31,,,,,,,,
310200010051,PS 51 ELIAS HOWE,2014,23,,,,,,,,
310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,2014,26,,,,,,,,
310200010089,PS 89,2014,23,,,,,,,,
310200010104,JHS 104 SIMON BARUCH,2014,,26,30,32,28,,,,
310100010063,STAR ACADEMY PS 63 (THE),2015,23,,,,,,,,
310100010064,PS 64 ROBERT SIMON,2015,21,,,,,,,,
310100010134,PS 134 HENRIETTA SZOLD,2015,19,,,,,,,,
310100010137,PS 137 JOHN L BERNSTEIN,2015,17,,,,,,,,
310100010140,PS 140 NATHAN STRAUS,2015,27,29,29,29,29,,,,
310100010142,PS 142 AMALIA CASTRO,2015,28,,,,,,,,
310100010184,PS 184 SHUANG WEN,2015,25,20,30,30,,,,,
310100010188,PS 188 ISLAND SCHOOL (THE),2015,23,22,,22,22,,,,
310100010301,"TECHNOLOGY, ARTS AND SCIENCES STUDIO SCHOOL",2015,,27,27,28,27,,,,
310100010315,EAST VILLAGE COMMUNITY SCHOOL (THE),2015,24,,,,,,,,
310200010111,PS 111 ADOLPH S OCHS,2014,18,21,33,22,34,,,,
310200010114,EAST SIDE MIDDLE SCHOOL,2014,,16,,28,,,,,
310200010116,PS 116 MARY LINDLEY MURRAY,2014,26,,,,,,,,
310200010124,PS 124 YUNG WING,2014,30,,,,,,,,
310200010126,PS 126 JACOB AUGUST RIIS,2014,27,27,31,30,31,,,,
310200010130,PS 130 HERNANDO DE SOTO,2014,29,,,,,,,,
310200010131,MS 131,2014,,27,27,27,27,,,,
310200010150,PS 150,2014,28,,,,,,,,
310200010151,YORKVILLE COMMUNITY SCHOOL,2014,26,,,,,,,,
310200010158,PS 158 BAYLARD TAYLOR,2014,23,,,,,,,,
310200010167,JHS 167 ROBERT F WAGNER,2014,,32,32,32,32,,,,
310200010183,PS 183 ROBERT L STEVENSON,2014,26,,,,,,,,
310200010198,PS 198 ISADOR E IDA STRAUS,2014,26,,,,,,,,
310200010212,PS 212 MIDTOWN WEST,2014,31,,,,,,,,
