ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
280409030007,HERRICKS MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,321,295,299,0,1,0,0,0,5
280409030008,HERRICKS HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,1,2,357,317,349,341,0,7
280410030000,MINEOLA UNION FREE SCHOOL DISTRICT,2015,146,146,0,0,208,201,231,221,192,218,203,209,193,198,200,186,185,16,10
280410030002,HAMPTON STREET SCHOOL,2015,52,52,0,0,111,103,107,0,0,0,0,0,0,0,0,0,0,0,0
280504060015,STRATFORD ROAD SCHOOL,2014,0,,,0,0,120,78,100,104,0,0,0,0,0,0,0,0,12,0
280504060016,PLAINVIEW-OLD BETHPAGE KINDERGARTEN CENTER,2014,0,,,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280506060000,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,2014,36,,,0,122,119,121,103,124,141,127,123,132,129,107,133,124,5,12
280506060002,OYSTER BAY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,123,132,129,107,133,124,0,12
280410030003,JACKSON AVENUE SCHOOL,2015,0,0,0,0,0,0,0,221,192,0,0,0,0,0,0,0,0,7,0
280410030004,MEADOW DRIVE SCHOOL,2015,40,40,0,0,97,98,124,0,0,0,0,0,0,0,0,0,0,1,0
280410030006,MINEOLA HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,193,198,200,186,185,0,10
280410030007,MINEOLA MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,218,203,209,0,0,0,0,0,8,0
280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,98,107,99,97,94,102,107,112,110,101,111,108,89,6,5
280506060003,THEODORE ROOSEVELT SCHOOL,2014,36,,,0,122,119,121,0,0,0,0,0,0,0,0,0,0,0,0
280506060005,VERNON SCHOOL,2014,0,,,0,0,0,0,103,124,141,127,0,0,0,0,0,0,5,0
280515030000,JERICHO UNION FREE SCHOOL DISTRICT,2014,0,,,0,144,187,208,188,212,202,188,220,268,258,285,294,322,8,4
280515030001,CANTIAGUE ELEMENTARY SCHOOL,2014,0,,,0,53,49,84,65,72,66,0,0,0,0,0,0,0,1,0
280411030001,CHERRY LANE SCHOOL,2015,0,0,0,0,98,107,99,0,0,0,0,0,0,0,0,0,0,0,0
280411030002,RUSHMORE AVENUE SCHOOL,2015,0,0,0,0,0,0,0,97,94,102,107,0,0,0,0,0,0,6,0
280411030003,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,112,110,101,111,108,89,0,5
280501060000,NORTH SHORE CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,169,158,180,186,204,212,241,216,216,212,235,228,231,1,3
280501060001,GLEN HEAD ELEMENTARY SCHOOL,2015,0,0,0,0,63,51,65,69,70,85,0,0,0,0,0,0,0,0,0
280515030002,GEORGE A JACKSON SCHOOL,2014,0,,,0,47,79,63,72,84,79,0,0,0,0,0,0,0,7,0
280515030003,ROBERT SEAMAN ELEMENTARY SCHOOL,2014,0,,,0,44,59,61,51,56,57,0,0,0,0,0,0,0,0,0
280515030005,JERICHO SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,258,285,294,322,0,4
280515030006,JERICHO MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,188,220,268,0,0,0,0,0,0
280501060002,GLENWOOD LANDING ELEMENTARY SCHOOL,2015,0,0,0,0,54,63,60,59,68,74,0,0,0,0,0,0,0,0,0
280501060003,SEA CLIFF ELEMENTARY SCHOOL,2015,0,0,0,0,52,44,55,58,66,53,0,0,0,0,0,0,0,0,0
280501060004,NORTH SHORE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,212,235,228,231,0,3
280501060005,NORTH SHORE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,241,216,216,0,0,0,0,1,0
280502060000,SYOSSET CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,393,417,438,416,472,505,504,517,452,551,536,520,540,6,19
280517030000,HICKSVILLE UNION FREE SCHOOL DISTRICT,2014,0,,,0,359,360,395,372,389,375,380,404,423,380,459,422,415,32,18
280517030001,BURNS AVENUE SCHOOL,2014,0,,,0,46,36,48,49,36,49,0,0,0,0,0,0,0,0,0
280517030002,DUTCH LANE SCHOOL,2014,0,,,0,38,40,44,38,46,27,0,0,0,0,0,0,0,25,0
280517030004,FORK LANE SCHOOL,2014,0,,,0,34,35,39,39,47,49,0,0,0,0,0,0,0,0,0
280517030005,LEE AVENUE SCHOOL,2014,0,,,0,66,75,91,97,72,83,0,0,0,0,0,0,0,0,0
280502060001,WALT WHITMAN ELEMENTARY SCHOOL,2015,0,0,0,0,46,41,33,38,41,59,0,0,0,0,0,0,0,0,0
280502060002,WILLITS ELEMENTARY SCHOOL,2015,0,0,0,0,48,51,64,42,61,59,0,0,0,0,0,0,0,0,0
280502060003,BERRY HILL ELEMENTARY SCHOOL,2015,0,0,0,0,54,71,74,61,73,67,0,0,0,0,0,0,0,0,0
280502060004,BAYLIS ELEMENTARY SCHOOL,2015,0,0,0,0,76,67,68,69,66,75,0,0,0,0,0,0,0,2,0
280517030006,OLD COUNTRY ROAD SCHOOL,2014,0,,,0,50,52,52,51,55,50,0,0,0,0,0,0,0,0,0
280517030008,WOODLAND AVENUE SCHOOL,2014,0,,,0,57,49,54,38,70,55,0,0,0,0,0,0,0,0,0
280517030010,HICKSVILLE HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,380,459,422,415,0,14
280517030011,HICKSVILLE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,380,404,423,0,0,0,0,7,4
280517030013,EAST STREET SCHOOL,2014,0,,,0,68,73,67,60,63,62,0,0,0,0,0,0,0,0,0
280502060006,ROBBINS LANE ELEMENTARY SCHOOL,2015,0,0,0,0,64,59,72,89,80,105,0,0,0,0,0,0,0,3,0
280502060007,SOUTH GROVE ELEMENTARY SCHOOL,2015,0,0,0,0,55,69,66,54,79,68,0,0,0,0,0,0,0,0,0
280502060010,VILLAGE ELEMENTARY SCHOOL,2015,0,0,0,0,50,59,61,63,72,72,0,0,0,0,0,0,0,0,0
280502060011,H B THOMPSON MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,276,272,242,0,0,0,0,1,6
280518030000,PLAINEDGE UNION FREE SCHOOL DISTRICT,2014,0,,,0,191,208,225,206,229,239,261,255,276,244,266,271,284,9,12
280518030001,PLAINEDGE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,261,255,276,0,0,0,0,6,0
280518030002,EASTPLAIN SCHOOL,2014,0,,,0,55,44,54,58,68,63,0,0,0,0,0,0,0,0,0
280518030003,JOHN H WEST SCHOOL,2014,0,,,0,65,80,87,80,77,97,0,0,0,0,0,0,0,0,0
280518030006,CHARLES E SCHWARTING SCHOOL,2014,0,,,0,71,84,84,68,84,79,0,0,0,0,0,0,0,3,0
280502060012,SOUTH WOODS MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,228,245,210,0,0,0,0,0,1
280502060014,SYOSSET SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,551,536,520,540,0,12
280503060000,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,156,132,155,157,164,152,167,185,170,190,159,187,179,6,0
280503060001,BAYVILLE ELEMENTARY SCHOOL,2015,0,0,0,0,83,52,74,61,69,76,0,0,0,0,0,0,0,6,0
280518030009,PLAINEDGE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,244,266,271,284,0,12
280521030000,BETHPAGE UNION FREE SCHOOL DISTRICT,2014,0,,,0,185,214,217,207,200,237,217,237,237,234,224,228,248,12,12
280521030002,CENTRAL BOULEVARD ELEMENTARY SCHOOL,2014,0,,,0,79,108,83,91,79,93,0,0,0,0,0,0,0,11,0
280521030003,CHARLES CAMPAGNE SCHOOL,2014,0,,,0,61,51,58,60,71,87,0,0,0,0,0,0,0,0,0
280503060002,LOCUST VALLEY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,167,185,170,0,0,0,0,0,0
280503060003,LOCUST VALLEY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,190,159,187,179,0,0
280503060004,LOCUST VALLEY ELEMENTARY SCHOOL,2015,0,0,0,0,73,80,81,96,95,76,0,0,0,0,0,0,0,0,0
280504060000,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,361,346,380,336,377,375,389,386,369,434,344,387,371,17,20
280504060001,PASADENA ELEMENTARY SCHOOL,2015,0,0,0,0,0,89,81,95,88,0,0,0,0,0,0,0,0,0,0
280521030004,KRAMER LANE ELEMENTARY SCHOOL,2014,0,,,0,45,55,76,56,50,57,0,0,0,0,0,0,0,0,0
280521030006,BETHPAGE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,234,224,228,248,0,7
280521030008,JOHN F KENNEDY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,217,237,237,0,0,0,0,1,5
280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,2014,163,,,0,420,407,401,428,450,461,478,446,450,495,495,470,465,5,14
280504060004,PARKWAY SCHOOL,2015,0,0,0,0,0,84,89,91,89,0,0,0,0,0,0,0,0,0,0
280504060006,H B MATTLIN MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,196,192,188,175,0,0,0,0,6,0
280504060010,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,434,344,387,371,0,17
280504060012,OLD BETHPAGE SCHOOL,2015,0,0,0,0,0,79,95,70,95,0,0,0,0,0,0,0,0,0,0
280504060014,PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,179,197,198,194,0,0,0,0,3,3
280522030001,ALBANY AVENUE ELEMENTARY SCHOOL,2014,0,,,0,104,102,85,112,105,114,0,0,0,0,0,0,0,3,0
280522030002,SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,2014,0,,,0,94,112,106,89,100,95,0,0,0,0,0,0,0,0,0
280522030004,NORTHSIDE ELEMENTARY SCHOOL,2014,0,,,0,86,63,70,89,86,102,0,0,0,0,0,0,0,2,0
280522030006,WOODWARD PARKWAY ELEMENTARY SCHOOL,2014,0,,,0,136,130,140,138,159,150,0,0,0,0,0,0,0,0,0
280522030008,HOWITT SCHOOL,2014,0,,,0,0,0,0,0,0,0,478,446,450,0,0,0,0,0,3
280504060015,STRATFORD ROAD SCHOOL,2015,0,0,0,0,0,94,115,80,105,0,0,0,0,0,0,0,0,8,0
280504060016,PLAINVIEW-OLD BETHPAGE KINDERGARTEN CENTER,2015,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280506060000,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,2015,36,36,0,0,108,118,112,122,99,124,141,126,123,131,127,103,134,3,14
280506060002,OYSTER BAY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,126,123,131,127,103,134,0,14
280522030009,FARMINGDALE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,495,495,470,465,0,11
280523030000,MASSAPEQUA UNION FREE SCHOOL DISTRICT,2014,0,,,0,484,486,529,505,555,577,612,558,639,600,593,607,651,33,31
280523030001,BIRCH LANE ELEMENTARY SCHOOL,2014,0,,,0,94,105,110,103,120,136,123,0,0,0,0,0,0,3,0
280523030003,EAST LAKE ELEMENTARY SCHOOL,2014,0,,,0,83,69,99,80,99,71,103,0,0,0,0,0,0,19,0
280523030004,FAIRFIELD ELEMENTARY SCHOOL,2014,0,,,0,72,86,93,88,73,103,115,0,0,0,0,0,0,1,0
280506060003,THEODORE ROOSEVELT SCHOOL,2015,36,36,0,0,108,118,112,0,0,0,0,0,0,0,0,0,0,0,0
280506060005,VERNON SCHOOL,2015,0,0,0,0,0,0,0,122,99,124,141,0,0,0,0,0,0,3,0
280515030000,JERICHO UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,150,154,196,210,202,225,229,210,232,294,260,284,288,14,4
280515030001,CANTIAGUE ELEMENTARY SCHOOL,2015,0,0,0,0,51,55,55,79,67,82,0,0,0,0,0,0,0,0,0
280523030006,LOCKHART ELEMENTARY SCHOOL,2014,0,,,0,82,66,62,65,71,92,81,0,0,0,0,0,0,1,0
280523030007,UNQUA ELEMENTARY SCHOOL,2014,0,,,0,89,87,93,90,113,99,102,0,0,0,0,0,0,7,0
280523030010,BERNER MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,558,639,0,0,0,0,2,13
280523030011,MASSAPEQUA HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,593,607,651,0,18
280515030002,GEORGE A JACKSON SCHOOL,2015,0,0,0,0,54,53,82,70,80,87,0,0,0,0,0,0,0,5,0
280515030003,ROBERT SEAMAN ELEMENTARY SCHOOL,2015,0,0,0,0,45,46,59,61,55,56,0,0,0,0,0,0,0,6,0
280515030005,JERICHO SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,294,260,284,288,0,4
280515030006,JERICHO MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,229,210,232,0,0,0,0,3,0
280517030000,HICKSVILLE UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,364,369,370,404,372,390,369,388,423,448,390,433,420,31,18
280523030012,MCKENNA ELEMENTARY SCHOOL,2014,0,,,0,64,73,72,79,79,76,88,0,0,0,0,0,0,0,0
280523030014,MHS AMES CAMPUS,2014,0,,,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0
307500010000,NYC SPECIAL SCHOOLS - DISTRICT 75,2014,321,,,0,467,542,551,544,569,633,498,533,670,783,531,307,344,7406,7982
307500011035,P.S.  35,2014,0,,,0,3,6,3,3,4,3,3,3,2,103,32,36,26,1,20
307500011079,P.S.  79 HORAN SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,246
280517030001,BURNS AVENUE SCHOOL,2015,0,0,0,0,50,49,34,55,49,34,0,0,0,0,0,0,0,0,0
280517030002,DUTCH LANE SCHOOL,2015,0,0,0,0,31,35,42,35,36,46,0,0,0,0,0,0,0,23,0
280517030004,FORK LANE SCHOOL,2015,0,0,0,0,46,34,38,39,40,47,0,0,0,0,0,0,0,0,0
280517030005,LEE AVENUE SCHOOL,2015,0,0,0,0,73,67,74,97,94,77,0,0,0,0,0,0,0,0,0
307500011094,P.S.  94,2014,0,,,0,24,21,10,12,7,8,5,1,2,0,0,0,0,184,21
307500011138,P.S. 138,2014,0,,,0,19,12,10,4,7,3,6,8,9,2,3,1,0,239,208
307500011169,P.S. 169 ROBERT F. KENNEDY SCHOOL,2014,0,,,0,6,2,9,12,8,15,26,19,37,11,4,4,3,105,13
307500011226,P.S. 226,2014,13,,,0,6,29,12,3,1,1,2,1,0,1,1,0,1,124,117
280517030006,OLD COUNTRY ROAD SCHOOL,2015,0,0,0,0,40,54,53,56,49,54,0,0,0,0,0,0,0,0,0
280517030008,WOODLAND AVENUE SCHOOL,2015,0,0,0,0,59,62,55,55,41,68,0,0,0,0,0,0,0,1,0
280517030010,HICKSVILLE HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,448,390,433,420,0,14
280517030011,HICKSVILLE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,369,388,423,0,0,0,0,7,4
280517030013,EAST STREET SCHOOL,2015,0,0,0,0,65,68,74,67,63,64,0,0,0,0,0,0,0,0,0
307500011721,PS 721M - MANHATTAN  OCCUPATIONAL TRAINING CENTER,2014,0,,,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,185
307500011751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,195
307500011811,PS 811M - MICKEY MANTLE SCHOOL,2014,15,,,0,9,19,20,25,25,22,18,12,21,0,0,0,0,108,26
307500012010,P.S.  10,2014,9,,,0,11,27,22,11,10,18,16,22,26,0,0,0,0,300,37
307500012012,P.S.  12 LEWIS AND CLARK SCHOOL,2014,0,,,0,0,0,0,0,0,0,2,1,4,16,16,8,10,38,150
280518030000,PLAINEDGE UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,244,189,210,226,209,233,240,266,257,256,240,267,271,12,12
280518030001,PLAINEDGE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,240,266,257,0,0,0,0,7,0
280518030002,EASTPLAIN SCHOOL,2015,0,0,0,0,62,57,42,55,55,68,0,0,0,0,0,0,0,0,0
280518030003,JOHN H WEST SCHOOL,2015,0,0,0,0,83,67,81,83,86,79,0,0,0,0,0,0,0,0,0
307500012017,P.S.  17,2014,0,,,0,18,12,5,4,1,3,14,17,31,0,0,0,0,269,33
307500012168,P.S. 168,2014,10,,,0,13,5,11,11,16,28,30,32,37,7,3,3,5,237,44
307500012176,P.S. 176,2014,22,,,0,27,18,12,11,19,9,3,9,5,0,0,0,0,344,293
307500012186,P.S. 186 WALTER J. DAMROSCH SCHOOL,2014,0,,,0,11,25,39,42,41,45,29,37,30,1,2,1,1,219,45
280518030006,CHARLES E SCHWARTING SCHOOL,2015,0,0,0,0,99,65,87,88,68,86,0,0,0,0,0,0,0,5,0
280518030009,PLAINEDGE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,256,240,267,271,0,12
280521030000,BETHPAGE UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,197,182,217,220,210,207,243,223,238,230,246,227,230,14,12
280521030002,CENTRAL BOULEVARD ELEMENTARY SCHOOL,2015,0,0,0,0,82,82,102,87,97,82,0,0,0,0,0,0,0,5,0
280521030003,CHARLES CAMPAGNE SCHOOL,2015,0,0,0,0,69,55,60,59,58,74,0,0,0,0,0,0,0,6,0
307500012188,P.S. 188,2014,27,,,0,0,1,5,1,6,9,9,18,20,9,10,5,7,194,170
307500012352,VIDA BOGART SCHOOL FOR ALL CHILDREN,2014,0,,,0,4,7,13,19,24,20,9,14,16,0,0,0,0,388,0
307500012721,PS 721X - STEVEN MCSWEENEY SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,8,3,7,16,0,490
307500012723,SCHOOL 723,2014,0,,,0,16,18,29,29,38,57,37,30,49,20,19,15,5,155,23
307500012754,JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT,2014,0,,,0,0,0,0,0,0,0,0,0,0,149,46,18,12,0,350
280521030004,KRAMER LANE ELEMENTARY SCHOOL,2015,0,0,0,0,46,45,55,74,55,51,0,0,0,0,0,0,0,0,0
280521030006,BETHPAGE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,230,246,227,230,0,8
280521030008,JOHN F KENNEDY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,243,223,238,0,0,0,0,3,4
280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,2015,164,164,0,0,393,425,412,397,430,445,449,475,438,477,500,470,483,9,15
307500012811,P.S. 811X,2014,0,,,0,0,0,0,0,0,0,0,0,0,10,5,4,4,4,597
307500013004,PS 4K,2014,20,,,0,3,4,4,5,4,4,0,0,0,0,0,0,0,310,0
307500013036,P.S.  36,2014,0,,,0,15,15,20,17,22,29,19,19,17,2,1,4,2,29,47
307500013053,P.S.  53,2014,0,,,0,4,3,1,5,6,3,9,9,8,4,1,1,0,140,212
280522030001,ALBANY AVENUE ELEMENTARY SCHOOL,2015,0,0,0,0,91,104,100,83,106,101,1,0,0,0,0,0,0,3,0
280522030002,SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,2015,0,0,0,0,100,96,114,106,93,103,0,0,0,0,0,0,0,0,0
280522030004,NORTHSIDE ELEMENTARY SCHOOL,2015,0,0,0,0,70,90,66,70,94,89,0,0,0,0,0,0,0,3,0
280522030006,WOODWARD PARKWAY ELEMENTARY SCHOOL,2015,0,0,0,0,132,135,132,138,137,152,0,0,0,0,0,0,0,1,0
280522030008,HOWITT SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,448,475,438,0,0,0,0,2,6
307500013077,P.S.  77,2014,0,,,0,8,0,0,3,0,0,2,2,0,0,0,1,2,117,150
307500013140,P.S. 140,2014,0,,,0,7,10,15,12,22,27,13,22,24,0,0,0,0,84,36
307500013141,P.S. 141,2014,14,,,0,0,0,0,0,0,0,2,9,6,2,2,0,0,249,106
307500013231,P.S. 231,2014,0,,,0,16,10,6,17,9,12,1,4,2,0,0,0,0,246,21
307500013368,P.S. 368,2014,0,,,0,3,5,7,12,18,14,26,26,31,16,5,2,0,46,57
280522030009,FARMINGDALE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,477,500,470,483,0,9
280523030000,MASSAPEQUA UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,477,488,490,532,507,560,567,614,566,572,608,591,608,28,31
280523030001,BIRCH LANE ELEMENTARY SCHOOL,2015,0,0,0,0,98,99,105,113,104,124,138,0,0,0,0,0,0,5,0
280523030003,EAST LAKE ELEMENTARY SCHOOL,2015,0,0,0,0,81,82,69,98,79,99,70,0,0,0,0,0,0,13,1
307500013369,P.S. 369 COY L. COX SCHOOL,2014,0,,,0,11,23,17,25,20,42,41,52,66,29,13,9,13,206,72
307500013370,P.S. 370,2014,0,,,0,3,11,6,13,10,8,0,0,0,23,15,5,5,90,61
307500013371,P.S. 371 LILLIAN L. RASHKIS SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,65,30,31,29,0,126
307500013372,P.S. 372 CHILDREN'S SCHOOL (THE),2014,36,,,0,72,80,74,74,71,72,0,0,0,0,0,0,0,37,0
280523030004,FAIRFIELD ELEMENTARY SCHOOL,2015,0,0,0,0,78,74,83,92,87,69,100,0,0,0,0,0,0,3,0
280523030006,LOCKHART ELEMENTARY SCHOOL,2015,0,0,0,0,63,81,69,62,67,72,89,0,0,0,0,0,0,2,0
280523030007,UNQUA ELEMENTARY SCHOOL,2015,0,0,0,0,82,90,89,96,93,116,96,0,0,0,0,0,0,4,0
280523030010,BERNER MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,614,566,0,0,0,0,1,12
280523030011,MASSAPEQUA HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,591,608,0,18
307500013373,P.S. 373K - BROOKLYN TRANSITION CENTER,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350
307500013396,P.S. 396,2014,0,,,0,1,0,1,0,2,2,0,0,0,0,0,0,0,182,72
307500013721,PS 721K - BROOKLYN,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,479
307500013753,P.S. 753 SCHOOL FOR CAREER DEVELOPMENT,2014,0,,,0,0,0,0,0,0,0,0,0,0,85,63,6,29,0,51
307500013771,P.S. 771,2014,0,,,0,25,16,13,6,9,6,14,10,22,3,3,4,1,249,37
280523030012,MCKENNA ELEMENTARY SCHOOL,2015,0,0,0,0,75,62,75,71,77,80,74,0,0,0,0,0,0,0,0
280523030014,MHS AMES CAMPUS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0
307500010000,NYC SPECIAL SCHOOLS - DISTRICT 75,2015,314,0,314,0,449,591,587,531,579,575,514,515,536,778,509,308,314,7598,8153
307500011035,P.S.  35,2015,0,0,0,0,3,0,4,1,2,4,4,3,4,81,57,28,31,2,19
307500013811,PS 811K - CONNIE LEKAS SCHOOL,2014,0,,,0,0,0,0,0,0,0,4,1,4,1,3,0,5,3,319
307500014004,PS 4Q,2014,31,,,0,12,22,17,23,18,26,18,0,0,0,0,0,0,219,22
307500014009,WALTER REED SCHOOL,2014,0,,,0,18,27,36,26,25,21,15,28,47,0,0,0,0,315,72
307500014023,P.S.  23 AT HILLSIDE PSYCH HOSPITAL,2014,0,,,0,18,18,11,14,19,24,16,27,30,26,33,17,7,29,20
307500011079,P.S.  79 HORAN SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,252
307500011094,P.S.  94,2015,0,0,0,0,25,22,4,3,9,4,3,3,1,0,0,0,0,240,34
307500011138,P.S. 138,2015,0,0,0,0,11,19,12,8,4,6,5,8,8,6,2,3,1,229,229
307500011169,P.S. 169 ROBERT F. KENNEDY SCHOOL,2015,0,0,0,0,3,13,12,24,17,14,20,24,28,8,6,2,2,137,19
307500011226,P.S. 226,2015,12,0,12,0,19,18,14,0,3,1,1,1,1,0,1,2,0,129,121
307500014075,ROBERT E. PEARY SCHOOL,2014,12,,,0,11,17,24,20,20,10,14,14,16,0,0,0,0,280,40
307500014177,P.S. 177,2014,0,,,0,0,0,0,3,2,2,0,4,1,1,0,1,0,126,354
307500014224,P.S. 224,2014,57,,,0,11,16,28,11,17,18,13,15,19,0,0,0,0,216,21
307500014233,P.S. 233,2014,0,,,0,0,0,0,0,0,1,0,0,1,3,4,8,5,29,325
307500011721,PS 721M - MANHATTAN  OCCUPATIONAL TRAINING CENTER,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,1,173
307500011751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,13,0,173
307500011811,PS 811M - MICKEY MANTLE SCHOOL,2015,11,0,11,0,7,17,26,20,32,22,21,19,19,1,0,0,0,100,36
307500012010,P.S.  10,2015,8,0,8,0,11,16,35,17,11,11,11,17,13,0,0,0,0,298,41
307500012012,P.S.  12 LEWIS AND CLARK SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,2,0,0,5,6,6,2,32,204
307500014255,P.S. 255,2014,5,,,0,2,3,5,3,1,1,1,1,1,0,0,0,0,335,55
307500014256,P.S. 256,2014,7,,,0,2,6,8,5,9,5,17,16,21,34,42,22,24,125,76
307500014277,RIVERVIEW SCHOOL (THE),2014,0,,,0,6,0,0,0,0,0,6,0,1,0,0,0,0,46,22
307500014721,PS 721Q - QUEENS OCCUPATIONAL TRAINING CENTER,2014,0,,,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,467
307500014752,QUEENS SCHOOL FOR CAREER DEVELOPMENT,2014,0,,,0,0,0,0,0,0,0,0,0,0,44,69,32,31,0,195
307500012017,P.S.  17,2015,0,0,0,0,26,28,14,8,5,1,14,27,29,0,0,0,0,233,33
307500012168,P.S. 168,2015,9,0,9,0,4,9,6,9,12,26,33,26,38,4,6,3,5,267,39
307500012176,P.S. 176,2015,24,0,24,0,17,27,20,6,9,20,9,4,10,0,0,0,1,332,314
307500012186,P.S. 186 WALTER J. DAMROSCH SCHOOL,2015,0,0,0,0,23,20,29,48,39,36,42,31,31,2,0,2,2,253,46
307500014811,PS 811Q,2014,0,,,0,3,3,4,1,3,0,5,1,2,6,4,8,5,67,246
307500014993,P.S. 993,2014,0,,,0,10,8,11,5,4,9,2,4,2,9,9,4,5,256,118
307500015025,PS/IS 25 SOUTH RICHMOND HS,2014,0,,,0,0,0,6,10,13,18,42,44,58,86,80,44,71,16,32
307500015037,P.S.  37,2014,24,,,0,9,7,3,5,4,3,0,1,1,0,0,0,1,195,99
